round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha
5,0,SAML-Bank0,fedavg,saml,0.04941775836972344,0.0933816454080153,1637,0.1
5,1,SAML-Bank1,fedavg,saml,0.001727454752463586,0.034433459749914734,60,0.1
5,2,SAML-Bank2,fedavg,saml,0.0,0.0,0,0.1
5,3,SAML-Bank3,fedavg,saml,0.0,0.0,0,0.1
10,0,SAML-Bank0,fedavg,saml,0.04271473102682016,0.08587397540864615,1637,0.1
10,1,SAML-Bank1,fedavg,saml,0.0016548619845104919,0.03620834754762217,60,0.1
10,2,SAML-Bank2,fedavg,saml,0.0,0.0,0,0.1
10,3,SAML-Bank3,fedavg,saml,0.0,0.0,0,0.1
15,0,SAML-Bank0,fedavg,saml,0.043601241807519835,0.09020269096955964,1637,0.1
15,1,SAML-Bank1,fedavg,saml,0.0016103677006249761,0.034622090694322046,60,0.1
15,2,SAML-Bank2,fedavg,saml,0.0,0.0,0,0.1
15,3,SAML-Bank3,fedavg,saml,0.0,0.0,0,0.1
20,0,SAML-Bank0,fedavg,saml,0.04393478861563968,0.09505051995125328,1637,0.1
20,1,SAML-Bank1,fedavg,saml,0.0015039855617386072,0.034771082032964154,60,0.1
20,2,SAML-Bank2,fedavg,saml,0.0,0.0,0,0.1
20,3,SAML-Bank3,fedavg,saml,0.0,0.0,0,0.1
5,0,SAML-Bank0,fedprox,saml,0.050406150275601976,0.1004614084083824,1637,0.1
5,1,SAML-Bank1,fedprox,saml,0.0016367249912318303,0.03467137293967704,60,0.1
5,2,SAML-Bank2,fedprox,saml,0.0,0.0,0,0.1
5,3,SAML-Bank3,fedprox,saml,0.0,0.0,0,0.1
10,0,SAML-Bank0,fedprox,saml,0.043827051259364126,0.09229488167649673,1637,0.1
10,1,SAML-Bank1,fedprox,saml,0.00174852468229931,0.03422220188410688,60,0.1
10,2,SAML-Bank2,fedprox,saml,0.0,0.0,0,0.1
10,3,SAML-Bank3,fedprox,saml,0.0,0.0,0,0.1
15,0,SAML-Bank0,fedprox,saml,0.04152502484179698,0.10237078878485911,1637,0.1
15,1,SAML-Bank1,fedprox,saml,0.0014934867383909064,0.03413220172797699,60,0.1
15,2,SAML-Bank2,fedprox,saml,0.0,0.0,0,0.1
15,3,SAML-Bank3,fedprox,saml,0.0,0.0,0,0.1
20,0,SAML-Bank0,fedprox,saml,0.04114555521205138,0.10939854769397374,1637,0.1
20,1,SAML-Bank1,fedprox,saml,0.0016070950269337222,0.034300964201404986,60,0.1
20,2,SAML-Bank2,fedprox,saml,0.0,0.0,0,0.1
20,3,SAML-Bank3,fedprox,saml,0.0,0.0,0,0.1
5,0,SAML-Bank0,fednova,saml,0.068158953722334,0.07767838543071459,1637,0.1
5,1,SAML-Bank1,fednova,saml,0.002823529411764706,0.0006495486076183462,60,0.1
5,2,SAML-Bank2,fednova,saml,0.0,0.0,0,0.1
5,3,SAML-Bank3,fednova,saml,0.0,0.0,0,0.1
10,0,SAML-Bank0,fednova,saml,0.05465414175918019,0.048738593507668654,1637,0.1
10,1,SAML-Bank1,fednova,saml,0.0009177118384827164,0.00044685736598376754,60,0.1
10,2,SAML-Bank2,fednova,saml,0.0,0.0,0,0.1
10,3,SAML-Bank3,fednova,saml,0.0,0.0,0,0.1
15,0,SAML-Bank0,fednova,saml,0.06985062066063538,0.06000319324766965,1637,0.1
15,1,SAML-Bank1,fednova,saml,0.0006568144499178982,0.0003022370438914557,60,0.1
15,2,SAML-Bank2,fednova,saml,0.0,0.0,0,0.1
15,3,SAML-Bank3,fednova,saml,0.0,0.0,0,0.1
20,0,SAML-Bank0,fednova,saml,0.07475695608447872,0.05804014736532016,1637,0.1
20,1,SAML-Bank1,fednova,saml,0.0,0.0002670884119283089,60,0.1
20,2,SAML-Bank2,fednova,saml,0.0,0.0,0,0.1
20,3,SAML-Bank3,fednova,saml,0.0,0.0,0,0.1
5,0,SAML-Bank0,persfl,saml,0.0352957444601929,0.10911146177095526,1637,0.1
5,1,SAML-Bank1,persfl,saml,0.001358046425068531,0.03430383937594714,60,0.1
5,2,SAML-Bank2,persfl,saml,0.0,0.0,0,0.1
5,3,SAML-Bank3,persfl,saml,0.0,0.0,0,0.1
10,0,SAML-Bank0,persfl,saml,0.03566510116882658,0.11154536188574105,1637,0.1
10,1,SAML-Bank1,persfl,saml,0.001030671357998365,0.03415376073019303,60,0.1
10,2,SAML-Bank2,persfl,saml,0.0,0.0,0,0.1
10,3,SAML-Bank3,persfl,saml,0.0,0.0,0,0.1
15,0,SAML-Bank0,persfl,saml,0.03232048047304305,0.10908385924722111,1637,0.1
15,1,SAML-Bank1,persfl,saml,0.0009231084823412766,0.03405438657880672,60,0.1
15,2,SAML-Bank2,persfl,saml,0.0,0.0,0,0.1
15,3,SAML-Bank3,persfl,saml,0.0,0.0,0,0.1
20,0,SAML-Bank0,persfl,saml,0.03396220335433147,0.1110040227215643,1637,0.1
20,1,SAML-Bank1,persfl,saml,0.0007283933323994958,0.033949957358241356,60,0.1
20,2,SAML-Bank2,persfl,saml,0.0,0.0,0,0.1
20,3,SAML-Bank3,persfl,saml,0.0,0.0,0,0.1
